Authors	Title	Publication Year	DOI	sample size before exclusion	sample_size_after.x	UT	p_oa	p_oa_gold	p_oa_bronze	p_oa_hybrid	p_oa_green	pub_block_begin	pub_block_end	p	mcs	tcs	mncs	mnjs	pp_top_perc	pp_uncited	prop_self_cits	int_cov	pp_collab	pp_int_collab	SO	NR	TC	Z9	U1	U2	SN	JI	PD	WC	SC	AU1_UN	standardized.coder.comment.y	p.value.	MF_short	MF_in_t_a_d_o	MF_clarity	MF_result_report	MF_result_report_clarity	MF_is_positive_finding	Paper_type	is_longtitudinal	paper_clarity	is_replication	is_exploratory	prereg	prereg_link	NA..1	altmetric_jid	issns	cohorts.pub	cohorts.sci	cohorts.com	context.all.count	context.all.mean	context.all.rank	context.all.pct	context.all.higher_than	context.journal.count	context.journal.mean	context.journal.rank	context.journal.pct	context.journal.higher_than	context.similar_age_3m.count	context.similar_age_3m.mean	context.similar_age_3m.rank	context.similar_age_3m.pct	context.similar_age_3m.higher_than	context.similar_age_journal_3m.count	context.similar_age_journal_3m.mean	context.similar_age_journal_3m.rank	context.similar_age_journal_3m.pct	context.similar_age_journal_3m.higher_than	authors1	authors2	authors3	authors4	type	altmetric_id	schema	is_oa	publisher_subjects.name1	publisher_subjects.name2	publisher_subjects.scheme1	publisher_subjects.scheme2	cited_by_posts_count	cited_by_tweeters_count	cited_by_accounts_count	last_updated	score	history.1y	history.6m	history.3m	history.1m	history.1w	history.6d	history.5d	history.4d	history.3d	history.2d	history.1d	history.at	added_on	published_on	scopus_subjects1	scopus_subjects2	readers.citeulike	readers.mendeley	readers.connotea	readers_count	images.small	images.medium	images.large	details_url	publisher_subjects.name3	publisher_subjects.scheme3	pmid	uri	authors5	cited_by_qna_count	subjects	scopus_subjects3	scopus_subjects4	issns1	issns2	issns3	abstract	abstract_source	authors6	authors7	authors8	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_peer_review_sites_count	cited_by_msm_count	authors	publisher_subjects.name	publisher_subjects.scheme	cohorts.doc	publisher_subjects.name4	publisher_subjects.name5	publisher_subjects.name6	publisher_subjects.name7	publisher_subjects.scheme4	publisher_subjects.scheme5	publisher_subjects.scheme6	publisher_subjects.scheme7	cited_by_policies_count	authors9	authors10	subjects1	subjects2	subjects3	cited_by_gplus_count	handles	handle	publisher_subjects.name8	publisher_subjects.name9	publisher_subjects.scheme8	publisher_subjects.scheme9	authors11	authors12	authors13	authors14	authors15	authors16	pmc	scopus_subjects	cited_by_wikipedia_count	cited_by_videos_count	cited_by_pinners_count	cited_by_rdts_count
MUNRO GD	THE SCIENTIFIC IMPOTENCE EXCUSE:DISCOUNTING BELIEF-THREATENING SCIENTIFIC ABSTRACTS	2010	10.1111/J.1559-1816.2010.00588.X		84	isi000275919100004	0	0	0	0	0	1981	2017	1	26	26	1.33611912455013	0.508346374171673	0	0	0.0714285714285714	0.75	0	0	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	52	36	36	2	12	0021-9029	J. APPL. SOC. PSYCHOL.	MAR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	TOWSON UNIV																	4f6fa4ef3cf058f610002c9d		33	4		14291926	8.3785549746345	141339	99	14150596	1221	12.157891803279	22	98	1199	92860	7.1807349853003	616	99	92244	18	8.8194117647059	1	94	17					article	246804	1.5.4	FALSE	Psychology	Cognitive Science	era	era	68	41	64	1578874010	120.37	12.33	12.33	12.33	0	0	0	0	0	0	0	0	120.37	1314440177	1267401600	Psychology	Social Sciences	4	133	0	137	https://badges.altmetric.com/?size=64&score=121&types=mbrttttf	https://badges.altmetric.com/?size=100&score=121&types=mbrttttf	https://badges.altmetric.com/?size=180&score=121&types=mbrttttf	http://www.altmetric.com/details.php?citation_id=246804	Marketing	era								0021-9029	1559-1816							3	11		2	Geoffrey D. Munro			1																																	7
MUNRO GD;STANSBURY JA	THE DARK SIDE OF SELF-AFFIRMATION: CONFIRMATION BIAS AND ILLUSORY CORRELATION IN RESPONSE TO THREATENING INFORMATION	2009	10.1177/0146167209337163		107	isi000268503200002	0	0	0	0	0	1981	2017	1	13	13	0.58408805691482	1.11749524242965	0	0	0	0.942857142857143	0	0	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	37	19	23	1	26	0146-1672	PERS. SOC. PSYCHOL. BULL.	SEP 1	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	TOWSON UNIV		0.05	"""Nonaffirmed participants who tested threatening hypotheses exhibited the confirmation bias less frequently """	2	1	"""A 2 (affirming vs. nonaffirming) × 2 (correct vs. incorrect) chi-square test for independence conducted only on those receiving threatening information confirmed that there was a significant difference between the percentage of people who used the correct strategy in the affirming and nonaffirming conditions, χ2(1, n = 49) = 3.66, p < .05."""	1	1	1	0	1	1	0	0			4f6fa6023cf058f610006396		11	1		14084727	8.2877064417034	553266	96	13531122	2092	30.962991869919	439	79	1653	120877	6.4375760117807	3805	96	117072	33	18.208625	4	87	29	Geoffrey D. Munro	Jessica A. Stansbury			article	615962	1.5.4	FALSE	Psychology	Cognitive Science	era	era	27	13	19	1567186132	32.15	10.5	10	0	0	0	0	0	0	0	0	0	32.15	1329915930	1243900800	Psychology	Social Sciences	0	153	0	153	https://badges.altmetric.com/?size=64&score=33&types=mvttttfd	https://badges.altmetric.com/?size=100&score=33&types=mvttttfd	https://badges.altmetric.com/?size=180&score=33&types=mvttttfd	http://www.altmetric.com/details.php?citation_id=615962			19491331				psychology			0146-1672	1552-7433		"The effect of self-affirmation on reasoning biases was explored. After participants wrote about a value that was important to them (self-affirmation) or a value that was not important to them (no affirmation), they tested a hypothesis using a task commonly used to study the confirmation bias (Study 1) and assessed correlation from data presented in a 2 x 2 frequency table (Study 2). In both tasks, participants assessed the validity of a hypothesis that had either threatening or nonthreatening implications for their self-concepts. Nonaffirmed participants who tested threatening hypotheses exhibited the confirmation bias less frequently (Study 1) and assessed correlation more accurately (Study 2) than self-affirmed participants or participants who tested nonthreatening hypotheses. Results support models of motivated reasoning that propose that information processing is altered in response to threatening information. By ameliorating the threat, self-affirmations can elicit less effective reasoning strategies."	pubmed				1			2				1									1																						2		
MURIS P	RELATIONSHIPS BETWEEN SELF-EFFICACY AND SYMPTOMS OF ANXIETY DISORDERS AND DEPRESSION IN A NORMAL ADOLESCENT SAMPLE	2002	10.1016/S0191-8869(01)00027-7		596	isi000173065700010	0	0	0	0	0	1981	2017	1	126	126	2.66591023074216	0.714934578720516	1	0	0.0454545454545455	0.6	0	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	29	169	171	2	57	0191-8869	PERS. INDIVID. DIFFER.	JAN 19	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	MAASTRICHT UNIV																	4f6fa5123cf058f6100032ca	0191-8869				6972424	6.2324923734521	1629823	65	4536737	2706	10.84816857671	1103	49	1341	98934	11.065514802948	29802	68	67593	122	10.472611570248	36	70	86					article	15457382	1.5.4	FALSE	Psychology	Cognitive Science	era	era	2		1	1101686400	3	0	0	0	0	0	0	0	0	0	0	0	3	1484324071	1009843200	Psychology	Social Sciences	1	215	0	216	https://badges.altmetric.com/?size=64&score=3&types=dddddddd	https://badges.altmetric.com/?size=100&score=3&types=dddddddd	https://badges.altmetric.com/?size=180&score=3&types=dddddddd	http://www.altmetric.com/details.php?citation_id=15457382																						Peter Muris												1																								
MUSA SA;HAMID AARM	PSYCHOLOGICAL PROBLEMS AMONG AID WORKERS OPERATING IN DARFUR	2008	10.2224/SBP.2008.36.3.407		53	isi000256639100012	0	0	0	0	0	1981	2017	1	23	23	0.8845565583945	0.221421926222153	0	0	0	0.3	0	0	SOCIAL BEHAVIOR AND PERSONALITY	20	30	30	0	14	0301-2212	SOC. BEHAV. PERS.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNITED ARAB EMIRATES UNIV																																																																																																																																												
NAGDA BA;KIM CW;TRUELOVE Y	"LEARNING ABOUT DIFFERENCE, LEARNING WITH OTHERS, LEARNING TO TRANSGRESS"	2004	10.1111/J.0022-4537.2004.00106.X		175	isi000189303200011	0	0	0	0	0	1981	2017	1	43	43	2.51569536497242	1.66229213448886	0.5	0	0.0444444444444444	0.4	0	0	JOURNAL OF SOCIAL ISSUES	27	75	75	0	4	0022-4537	J. SOC. ISSUES		"SOCIAL ISSUES; PSYCHOLOGY, SOCIAL"	SOCIAL ISSUES; PSYCHOLOGY	UNIV WASHINGTON																																																																																																																																												
NAIR P;BLACK MM;SCHULER M;KEANE V;SNOW L;RIGNEY BA;MAGDER L	RISK FACTORS FOR DISRUPTION IN PRIMARY CAREGIVING AMONG INFANTS OF SUBSTANCE ABUSING WOMEN	1997	10.1016/S0145-2134(97)00064-1		152	isia1997yf04900002	1	0	0	0	1	1981	2017	1	70	70	3.7529448015608	1.99225474040302	0.666666666666667	0	0.0410958904109589	0.772727272727273	0	0	CHILD ABUSE & NEGLECT	52	79	79	1	8	0145-2134	CHILD ABUSE NEGL.	NOV	"FAMILY STUDIES; PSYCHOLOGY, SOCIAL; SOCIAL WORK"	FAMILY STUDIES; PSYCHOLOGY; SOCIAL WORK	UNIV MARYLAND																																																																																																																																												
NAKASH O;BRODY L	THE EFFECTS OF SOCIAL ROLES AND PERSONALITY MOTIVES ON AUTOBIOGRAPHICAL MEMORY	2006	10.1007/S11199-005-8868-Z	127	124	isi000235607300004	0	0	0	0	0	1981	2017	1	2	2	0.0801080436527738	0.750485882641775	0	0	0.5	0.769230769230769	0	0	SEX ROLES	94	5	6	0	10	0360-0025	SEX ROLES	JAN	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	BOSTON UNIV		0.05	""" Linear multiple regression analyses indicated that participating in an agentic task, as compared to a communal task, was related to the inclusion of fewer agentic themes as well as to a higher frequency of shame and anger words in autobi-ographical memories"""	2		"""Contrarytoourhypotheses,theresultsunexpectedly showed that women who participated in an agentic task included signiﬁcantly fewer words related to agentic themes, B= .12; p <.05, than did women who participated in a communal task"""	0	0	1	0	1	0	1	0																																																																																																																														
NASH H	"JUDGMENT OF HUMANNESS-ANIMALITY OF MYTHOLOGICAL HYBRID (PART-HUMAN, PART-ANIMAL) FIGURES"	1974	10.1080/00224545.1974.9923076		30	isia1974s161600012	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF SOCIAL PSYCHOLOGY	17	4	4	0	0	0022-4545	J. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	CALIF STATE COLL																																																																																																																																												
NEAL AM;LEMAY EP	THE WANDERING EYE PERCEIVES MORE THREATS: PROJECTION OF ATTRACTION TO ALTERNATIVE PARTNERS PREDICTS ANGER AND NEGATIVE BEHAVIOR IN ROMANTIC RELATIONSHIPS	2019	10.1177/0265407517734398		202	isi000455032600004	1	0	1	0	0	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	43	1	1	1	1	0265-4075	J. SOC. PERS. RELATSH.	FEB	"COMMUNICATION; FAMILY STUDIES; PSYCHOLOGY, SOCIAL"	COMMUNICATION; FAMILY STUDIES; PSYCHOLOGY	UNIV SOUTH CAROLINA LANCASTER																	4f6fa4f63cf058f610002f1c		1	11	2	14329767	8.3832997941377	622254	95	13707574	958	21.567623824451	140	85	818	276732	13.042584582139	20942	92	255786	17	64.264875	5	70	12	Angela M. Neal	Edward P. Lemay			article	27245775	1.5.4	FALSE					21	16	19	1581095822	29.13	10.5	0.5	0.5	0.5	0	0	0	0	0	0	0	29.13	1507637730	1507593600	Psychology	Social Sciences	0	9	0	9	https://badges.altmetric.com/?size=64&score=30&types=mbtttttt	https://badges.altmetric.com/?size=100&score=30&types=mbtttttt	https://badges.altmetric.com/?size=180&score=30&types=mbtttttt	http://www.altmetric.com/details.php?citation_id=27245775										0265-4075	1460-3608								1		2		Psychology	era	2																																	
NEEREN AM;ALLOY LB;ABRAMSON LY	HISTORY OF PARENTING AND BIPOLAR SPECTRUM DISORDERS	2008	10.1521/JSCP.2008.27.9.1021	1730	420	isi000261519300006	0	0	0	0	0	1981	2017	1	6	6	0.233264860273898	0.813997168664124	0	0	0	0.8	1	0	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY	52	6	6	0	6	0736-7236	J. SOC. CLIN. PSYCHOL.	NOV	"PSYCHOLOGY, CLINICAL; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	HAVERFORD COLL																																																																																																																																												
NEZLEK JB;KUPPENS P	REGULATING POSITIVE AND NEGATIVE EMOTIONS IN DAILY LIFE	2008	10.1111/J.1467-6494.2008.00496.X		153	isi000255464500007	1	0	0	0	1	1981	2017	1	93	93	3.57668521437776	1.7121368489375	1	0	0.0210526315789474	0.777777777777778	1	1	JOURNAL OF PERSONALITY	29	123	130	0	25	0022-3506	J. PERS.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	COLL WILLIAM AND MARY																																																																																																																																												
NGUYEN NT;ALLEN CL;GODKIN RL	RECRUITERS' ASSESSMENT AND USE OF SOCIAL CAPITAL IN RESUME SCREENING	2006	10.1111/J.0021-9029.2006.00083.X	166	159	isi000239257400001	0	0	0	0	0	1981	2017	1	2	2	0.0559165760006121	0.518108134271406	0	0	0	0.676470588235294	0	0	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	37	3	3	0	11	0021-9029	J. APPL. SOC. PSYCHOL.	AUG	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	TOWSON UNIV																																																																																																																																												
NIJENHUIS JT;VAN DER FLIER H	IMMIGRANT-MAJORITY GROUP DIFFERENCES ON WORK-RELATED MEASURES: THE CASE FOR COGNITIVE COMPLEXITY	2005	10.1016/J.PAID.2004.08.004		156	isi000227204500019	0	0	0	0	0	1981	2017	1	8	8	0.211854485127123	0.694789667017414	0	0	0.111111111111111	0.5	1	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	25	4	4	1	5	0191-8869	PERS. INDIVID. DIFFER.	APR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	FREE UNIV AMSTERDAM																																																																																																																																												
NILES FS	THE WORK-ETHIC IN AUSTRALIA AND SRI-LANKA	1994	10.1080/00224545.1994.9710883		259	isia1994na06900007	0	0	0	0	0	1981	2017	1	9	9	0.189905242546427	0.228684691474827	0	0	0.1	0.857142857142857	0	0	JOURNAL OF SOCIAL PSYCHOLOGY	11	14	14	0	0	0022-4545	J. SOC. PSYCHOL.	FEB	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NO TERR UNIV																																																																																																																																												
NISBETT RE	TASTE DEPRIVATION AND WEIGHT DETERMINANTS OF EATING BEHAVIOR	1968	10.1037/H0026283		159	isia1968c052700003	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	11	177	177	2	6	0022-3514	J. PERS. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																	4f6fa5163cf058f6100037a6	0022-3514				7236874	6.3640492118592	1721185	63	4599474	5685	9.1392733990148	2096	49	2806	89003	12.649115031123	28867	65	58393	6	35.57	3	50	3					article	16602293	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1		1	1136073600	3	0	0	0	0	0	0	0	0	0	0	0	3	1487746939	-63158400	Psychology	Social Sciences	0	43	0	43	https://badges.altmetric.com/?size=64&score=3&types=dddddddd	https://badges.altmetric.com/?size=100&score=3&types=dddddddd	https://badges.altmetric.com/?size=180&score=3&types=dddddddd	http://www.altmetric.com/details.php?citation_id=16602293	Marketing	era		http://content.apa.org/journals/psp/10/2/107																		Richard E. Nisbett												1																								
NIVEAU G	CYBER-PEDOCRIMINALITY: CHARACTERISTICS OF A SAMPLE OF INTERNET CHILD PORNOGRAPHY OFFENDERS	2010	10.1016/J.CHIABU.2010.01.011		36	isi000281133100005	0	0	0	0	0	1981	2017	1	6	6	0.459984067263499	1.98253132990568	0	0	0	0.55	0	0	CHILD ABUSE & NEGLECT	40	14	14	0	31	0145-2134	CHILD ABUSE NEGL.	AUG	"FAMILY STUDIES; PSYCHOLOGY, SOCIAL; SOCIAL WORK"	FAMILY STUDIES; PSYCHOLOGY; SOCIAL WORK	NOTREPORTED																	4f6fa4ea3cf058f610002502	0145-2134				12299688	7.6122880826007	3529178	49	6098938	2257	7.5533608156028	951	32	730	338551	11.934803006941	114625	63	216072	54	17.430754716981	26	50	27					article	14618783	1.5.4	FALSE	Psychology	Social Work	era	era	1		1	1481312071	3	0	0	0	0	0	0	0	0	0	0	0	3	1481312075	1280620800	Health Sciences	Social Sciences	0	115	0	115	https://badges.altmetric.com/?size=64&score=3&types=wwwwwwww	https://badges.altmetric.com/?size=100&score=3&types=wwwwwwww	https://badges.altmetric.com/?size=180&score=3&types=wwwwwwww	http://www.altmetric.com/details.php?citation_id=14618783			20605633				pediatrics	Psychology	Medicine													Gérard Niveau																																	1			
NOLEN HOEKSEMA S;LARSON J;GRAYSON C	EXPLAINING THE GENDER DIFFERENCE IN DEPRESSIVE SYMPTOMS	1999	10.1037/0022-3514.77.5.1061		1132	isi000083519800012	0	0	0	0	0	1981	2017	1	600	600	13.253093511271	3.54752391599468	1	0	0.0415335463258786	0.5	0	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	59	722	737	3	89	0022-3514	J. PERS. SOC. PSYCHOL.	NOV	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV MICHIGAN																	4f6fa5163cf058f6100037a6	0022-3514				8296164	6.9911317525872	4415349	27	2309452	5932	10.30514550666	3463	2	150	246019	8.4327498557016	126451	37	92705	42	22.864975609756	40	2	1	Susan Nolen-Hoeksema	Judith Larson	Carla Grayson		article	3639795	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1		1	1472484414	1	0	0	0	0	0	0	0	0	0	0	0	1	1423957123	915148800	Psychology	Social Sciences	0	367	0	392	https://badges.altmetric.com/?size=64&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=100&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=180&score=1&types=eeeeeeee	http://www.altmetric.com/details.php?citation_id=3639795	Marketing	era					psychology													1																																						
NORDHALL O;AGERSTROM J	FUTURE-ORIENTED PEOPLE SHOW STRONGER MORAL CONCERNS	2013	NA	136	132	isi000219039200006	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL																													52fd38463cf05823668b4567	2327-9214	10	2	1	11126160	7.2178448772736	880858	92	10243595	165	4.2577804878049	8	95	157	209630	8.2912488730092	22191	89	187368	7	6.4	1	85	6	"Maloney, Nancy"	"Heider, Arvela R"	"Rockwood, Amy"	"Singh, Ranjit"	article	2814578	1.5.4	FALSE					30	17	18	1441823508		0	0	0	0	0	0	0	0	0	0	0	12.35	1414464955				0	0	0	0	https://badges.altmetric.com/?size=64&score=13&types=ttttttff	https://badges.altmetric.com/?size=100&score=13&types=ttttttff	https://badges.altmetric.com/?size=180&score=13&types=ttttttff	http://www.altmetric.com/details.php?citation_id=2814578																		1							4																																	
O GORMAN JG;BAXTER E	SELF-CONTROL AS A PERSONALITY MEASURE	2002	10.1016/S0191-8869(01)00055-1		120	isi000173277000015	0	0	0	0	0	1981	2017	1	24	24	0.507792424903268	0.714934578720516	0	0	0	0.571428571428571	0	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	15	31	32	0	9	0191-8869	PERS. INDIVID. DIFFER.	FEB	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	GRIFFITH UNIV																	4f6fa5123cf058f6100032ca	0191-8869				14297923	8.3790602508432	4338600	49	7132263	4321	14.890289814815	1944	46	2024	268345	13.417492181677	95347	62	167804	125	8.7559193548387	47	62	78	J.G. O'Gorman	E. Baxter			article	20532508	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1		1	1296518400	3	0	0	0	0	0	0	0	0	0	0	0	3	1495787485	1012521600	Psychology	Social Sciences	0	51	0	51	https://badges.altmetric.com/?size=64&score=3&types=dddddddd	https://badges.altmetric.com/?size=100&score=3&types=dddddddd	https://badges.altmetric.com/?size=180&score=3&types=dddddddd	http://www.altmetric.com/details.php?citation_id=20532508																																		1																								
OCONNOR BP;DYCE J	"INTERPERSONAL RIGIDITY, HOSTILITY, AND COMPLEMENTARITY IN MUSICAL BANDS"	1997	NA		206	isia1997wh68100009	NULL	NULL	NULL	NULL	NULL	1981	2017	1	19	19	0.478755934990798	2.96970999928381	0	0	0.05	0.657894736842105	0	0																													52fd38463cf05823668b4567	2327-9214	10	2	1	11126160	7.2178448772736	880858	92	10243595	165	4.2577804878049	8	95	157	209630	8.2912488730092	22191	89	187368	7	6.4	1	85	6	"Maloney, Nancy"	"Heider, Arvela R"	"Rockwood, Amy"	"Singh, Ranjit"	article	2814578	1.5.4	FALSE					30	17	18	1441823508		0	0	0	0	0	0	0	0	0	0	0	12.35	1414464955				0	0	0	0	https://badges.altmetric.com/?size=64&score=13&types=ttttttff	https://badges.altmetric.com/?size=100&score=13&types=ttttttff	https://badges.altmetric.com/?size=180&score=13&types=ttttttff	http://www.altmetric.com/details.php?citation_id=2814578																		1							4																																	
OHASHI MM;YAMAGUCHI S	SUPER-ORDINARY BIAS IN JAPANESE SELF-PREDICTIONS OF FUTURE LIFE EVENTS	2004	10.1111/J.1467-839X.2004.00143.X		110	isi000223134600003	0	0	0	0	0	1981	2017	1	2	2	0.0479471279294658	0.569724696573652	0	0	0	0.555555555555556	0	0	ASIAN JOURNAL OF SOCIAL PSYCHOLOGY	19	4	4	0	0	1367-2223	ASIAN J. SOC. PSYCHOL.	AUG	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV TOKYO																																																																																																																																												
OISHI S;ROTHMAN AJ;SNYDER M;SU J;ZEHM K;HERTEL AW;GONZALES MH;SHERMAN GD	THE SOCIOECOLOGICAL MODEL OF PROCOMMUNITY ACTION: THE BENEFITS OF RESIDENTIAL STABILITY	2007	10.1037/0022-3514.93.5.831	55365	54969	isi000250397700009	0	0	0	0	0	1981	2017	1	27	27	0.884425527199305	3.13560419063414	0	0	0.372093023255814	0.649122807017544	1	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	68	58	61	1	16	0022-3514	J. PERS. SOC. PSYCHOL.	NOV	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV VIRGINIA																	4f6fa5163cf058f6100037a6		2			8307635	7.0030489970953	3268182	60	5003394	5933	10.345192852326	3181	46	2745	118047	6.7069380411028	37414	67	80056	11	17.07	8	27	3	Shigehiro Oishi	Alexander J. Rothman	Mark Snyder	Jenny Su	article	1284028	1.5.4	FALSE	Psychology	Cognitive Science	era	era	3	2	3	1472641160	2.85	0	0	0	0	0	0	0	0	0	0	0	2.85	1362587196	1193875200	Psychology	Social Sciences	0	114	0	114	https://badges.altmetric.com/?size=64&score=3&types=eeettttt	https://badges.altmetric.com/?size=100&score=3&types=eeettttt	https://badges.altmetric.com/?size=180&score=3&types=eeettttt	http://www.altmetric.com/details.php?citation_id=1284028	Marketing	era	17983303		Keri Zehm		psychology			0022-3514	1939-1315		"The authors conducted 3 studies to test a socioecological model of procommunity action. Study 1 showed that residents of stable communities purchased a ""critical habitat"" license plate to support preservation of the environment in their home state more often than did residents of mobile communities. Study 2 demonstrated that home game baseball attendance was less dependent on the team's record in stable cities than in mobile cities. Study 3, an experiment, showed that residential stability had a causal impact on procommunity behavior. Moreover, the effect of stability was partially mediated by identification with the ""community."" Together, these studies indicate that residential stability can lead to stronger identification with one's community, which, in turn, leads to more procommunity behaviors."	pubmed	Andrew W. Hertel	Marti Hope Gonzales	Gary D. Sherman			1																																						
OLIVER MB;SARGENT SL;WEAVER JB	THE IMPACT OF SEX AND GENDER ROLE SELF-PERCEPTION ON AFFECTIVE REACTIONS TO DIFFERENT TYPES OF FILM	1998	10.1023/A:1018760427785		400	isi000072643100003	0	0	0	0	0	1981	2017	1	17	17	0.803818542525654	1.13563952338086	0	0	0.0555555555555556	0.545454545454545	1	0	SEX ROLES	55	26	26	1	23	0360-0025	SEX ROLES	JAN	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	VIRGINIA TECH																																																																																																																																												
